Status_Rawan,Pendidikan_KRT,KRT_Rawan,Penerima_Transfer,Aset_Tanah,Akses_Internet,Sakit_Namun_Tidak_Rawat_Jalan,PKH,KKS,BPNT,Bantuan_Pemda,BPJS,Jamkesda,KIP,PIP,Jenis_Atap,Jenis_Lantai,Jenis_Dinding,Luas_Lantai,Listrik,Bahan_Bakar_Masak,Sumber_Air_Minum,Air_Minum_Layak,Sanitasi_Layak,Jenis_Kelamin_KRT,Umur_KRT,Status_Bekerja_KRT,ART,ART014,Buta_Huruf,Perokok,Status_Bangunan,Tabungan,Status_Daerah,Akses_KUR
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Lainnya,Lainnya,Kayu/Papan,49,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,54,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Kayu/Papan,105,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,58,Tidak,3,1,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,60,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,56,Ya,2,Tidak Ada,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,84,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,66,Tidak,1,Tidak Ada,1,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,72,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,58,Ya,4,1,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,48,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,38,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,1,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,36,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,61,Ya,2,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,50,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,21,Tidak,2,Tidak Ada,Tidak Ada,Tidak Ada,Bebas Sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,Perguruan Tinggi,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,54,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,58,Ya,5 atau lebih,1,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,50,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,60,Tidak,1,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,72,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,50,Ya,4,1,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,Tidak Tamat SD,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,80,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Perempuan,32,Ya,4,2,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,150,Listrik,Lainnya,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,64,Tidak,2,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,98,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Ya,Laki-Laki,56,Ya,3,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,50,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,66,Ya,2,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMP,Ya,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,24,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Perempuan,32,Ya,3,2,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,72,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,56,Ya,4,Tidak Ada,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Rawan,SMP,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,120,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,41,Ya,5 atau lebih,3 atau lebih,Tidak Ada,Tidak Ada,Bebas Sewa,2 atau lebih,Desa,Ya
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Ya,Ya,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,63,Ya,4,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,60,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Tidak,Laki-Laki,45,Ya,4,1,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,25,Listrik,LPG 3Kg,Lainnya,Ya,Tidak,Laki-Laki,48,Ya,4,1,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,39,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,45,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,60,Ya,3,Tidak Ada,Tidak Ada,2 atau lebih,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,36,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,73,Tidak,2,Tidak Ada,1,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,72,Listrik,Kayu Bakar,Lainnya,Ya,Tidak,Laki-Laki,25,Ya,3,1,Tidak Ada,1,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,48,Listrik,Minyak tanah,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,52,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Rawan,SMA,Ya,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,36,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,53,Ya,5 atau lebih,2,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,60,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,34,Ya,4,2,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,SD,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,60,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Ya,Perempuan,67,Ya,2,1,Tidak Ada,Tidak Ada,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Seng,Semen/bata merah,Kayu/Papan,48,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,43,Ya,5 atau lebih,2,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Lainnya,Marmer/Keramik,Tembok/Plesteran/anyaman,105,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,48,Ya,3,Tidak Ada,Tidak Ada,2 atau lebih,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,300,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,52,Ya,4,2,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,36,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,56,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,90,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,37,Ya,3,1,Tidak Ada,1,Bebas Sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Beton,Marmer/Keramik,Tembok/Plesteran/anyaman,192,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,44,Ya,4,1,1,1,Milik sendiri,2 atau lebih,Kota,Tidak
Rawan,SMP,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,48,Listrik,Minyak tanah,Air kemasan/isi Ulang,Tidak,Tidak,Laki-Laki,47,Ya,4,Tidak Ada,Tidak Ada,1,Kontrak/sewa,1,Desa,Tidak
Rawan,SMA,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,42,Listrik,Lainnya,Lainnya,Tidak,Ya,Laki-Laki,23,Ya,4,Tidak Ada,Tidak Ada,2 atau lebih,Bebas Sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Beton,Semen/bata merah,Tembok/Plesteran/anyaman,60,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Ya,Laki-Laki,31,Ya,4,2,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Lainnya,Tembok/Plesteran/anyaman,32,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,33,Ya,4,2,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Kota,Tidak
Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,96,Listrik,LPG 3Kg,Sumur bor/pompa,Tidak,Ya,Perempuan,48,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,2 atau lebih,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,40,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Tidak,Perempuan,67,Tidak,1,Tidak Ada,1,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,48,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,56,Ya,3,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,63,Listrik,Lainnya,Lainnya,Ya,Ya,Laki-Laki,76,Tidak,1,Tidak Ada,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,480,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,50,Ya,4,Tidak Ada,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Ya
Tidak Rawan,SD,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,81,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,53,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Bebas Sewa,2 atau lebih,Kota,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,35,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,34,Ya,4,2,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,56,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,59,Tidak,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Kota,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,280,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,45,Ya,4,2,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,96,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,49,Ya,5 atau lebih,3 atau lebih,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,120,Listrik,LPG 12kg/5.5kg/Bluegaz,Leding,Ya,Ya,Laki-Laki,64,Tidak,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,37,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,70,Tidak,2,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,70,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,56,Ya,4,Tidak Ada,Tidak Ada,2 atau lebih,Milik sendiri,2 atau lebih,Kota,Tidak
Tidak Rawan,Tidak Sekolah,Tidak,Tidak,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,42,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Ya,Laki-Laki,35,Ya,5 atau lebih,2,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,68,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,79,Tidak,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,60,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Perempuan,69,Tidak,1,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,47,Listrik,LPG 3Kg,Lainnya,Tidak,Ya,Laki-Laki,72,Ya,2,Tidak Ada,Tidak Ada,Tidak Ada,Milik sendiri,1,Kota,Tidak
Tidak Rawan,SMP,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,200,Listrik,LPG 12kg/5.5kg/Bluegaz,Lainnya,Tidak,Ya,Laki-Laki,50,Ya,4,Tidak Ada,Tidak Ada,2 atau lebih,Milik sendiri,2 atau lebih,Desa,Ya
Tidak Rawan,Tidak Tamat SD,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,88,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,50,Ya,5 atau lebih,2,Tidak Ada,Tidak Ada,Milik sendiri,2 atau lebih,Kota,Tidak
Rawan,Perguruan Tinggi,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,35,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,26,Ya,3,1,Tidak Ada,1,Kontrak/sewa,Tidak Ada,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,150,Listrik,LPG 3Kg,Air kemasan/isi Ulang,Tidak,Ya,Perempuan,32,Ya,1,Tidak Ada,Tidak Ada,Tidak Ada,Kontrak/sewa,1,Kota,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,54,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Tidak,Laki-Laki,43,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,1,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Genteng,Marmer/Keramik,Tembok/Plesteran/anyaman,120,Listrik,LPG 12kg/5.5kg/Bluegaz,Air kemasan/isi Ulang,Tidak,Ya,Laki-Laki,59,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Rawan,Perguruan Tinggi,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,48,Listrik,LPG 3Kg,Lainnya,Tidak,Tidak,Laki-Laki,34,Ya,4,2,Tidak Ada,Tidak Ada,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,SMA,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Tembok/Plesteran/anyaman,75,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,27,Ya,3,1,Tidak Ada,1,Bebas Sewa,1,Desa,Tidak
Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,60,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,41,Ya,4,2,Tidak Ada,1,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Seng,Marmer/Keramik,Tembok/Plesteran/anyaman,140,Listrik,LPG 12kg/5.5kg/Bluegaz,Lainnya,Tidak,Ya,Laki-Laki,57,Ya,4,1,Tidak Ada,2 atau lebih,Milik sendiri,2 atau lebih,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,72,Listrik,LPG 3Kg,Lainnya,Ya,Ya,Laki-Laki,42,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Kontrak/sewa,1,Desa,Tidak
Tidak Rawan,SD,Tidak,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,52,Listrik,LPG 3Kg,Sumur bor/pompa,Ya,Ya,Laki-Laki,58,Ya,3,Tidak Ada,Tidak Ada,1,Milik sendiri,Tidak Ada,Desa,Tidak
Tidak Rawan,Perguruan Tinggi,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Seng,Semen/bata merah,Kayu/Papan,12,Listrik,LPG 3Kg,Leding,Ya,Ya,Laki-Laki,41,Ya,5 atau lebih,3 atau lebih,Tidak Ada,1,Kontrak/sewa,2 atau lebih,Desa,Tidak
